,0
Hoxc8,0.40678096
Tecta,0.10081568
Mier3,0.63836855
Slfn14,0.04753508
Cpa3,0.07654478
Nckap1l,0.032588262
Fbxo32,0.638888
Ccr9,0.16438442
Plbd1,0.030374378
Pnliprp2,0.047872175
Klf10,0.15789798
Sema3d,0.1971068
Slc16a10,0.27124822
Tbata,0.120758265
Bcl11a,0.76460487
Rfx4,0.39065114
Tmem174,0.0011958921
Lipm,0.0
RP24-409P7.1,0.014580111
Krt19,0.029440809
Olfr25,0.0018722446
Hlf,0.09495181
Hba-x,0.31218117
Zfp575,0.053554352
Gm6999,0.4073185
Zfp503,0.2443871
Mir142hg,0.09627071
Slc1a2,0.96300447
Armc4,0.090309754
Zfp202,0.65043414
C1qc,0.12962227
Alox12e,0.006592066
Zfp141,0.8047553
Hoxd1,0.03894731
Gm14418,0.053256497
Vcam1,0.2908882
Olfr720,0.03314238
Shox2,0.36164021
Alox5,0.01389225
CH25-588N10.2,0.42716077
Pigr,0.014259729
Grm3,0.17622365
Ptchd4,0.17130843
Serpina1b,0.12477846
Cd163,0.032909382
Olfr76,0.004561701
Nxpe2,0.19073227
Otoa,0.20525554
Edar,0.14280187
Lhcgr,0.062898904
Grik3,0.25427067
2210010C04Rik,0.0
Sell,0.037370756
Lhfpl3,0.15345861
Zfp512b,0.36941126
Itih2,0.22052698
Mep1b,0.0054141236
Thap7,0.30642515
Ptprj,0.41175497
Zfp169,0.49443156
Mxd3,0.12714358
Cdc5l,0.6583171
4930455D15Rik,0.06920089
Zfp58,0.3866642
Gzf1,0.40547127
Cd209c,0.013282888
Defb4,0.0020395985
Acpp,0.018962555
Zbtb7a,0.42246363
Hic2,0.5911037
Neat1,0.19873923
Zfp607a,0.26482195
Rapgef4,0.24285197
Pcsk2,0.40607518
Mmp12,0.039317556
Mobp,0.02245703
Zfp521,0.8373416
Nfe2l1,0.52716833
Setdb2,0.6971939
Nr5a2,0.049769133
Plagl2,0.6838879
Rbpms,0.13206771
Batf3,0.09627058
Lao1,0.0
Evi2b,0.18944731
Krt90,0.0018081228
Klre1,0.13747703
Pltp,0.12264305
Nhlh2,0.38870275
Gm5089,0.45711222
Oca2,0.046199657
Gsap,0.4208665
Unc5c,0.6741616
Zscan4e,0.0011951098
Txk,0.038903598
Krtap15,0.008681537
Lrrfip1,0.59688246
Lce1g,0.0
Nr1d2,0.33799094
D630045J12Rik,0.81996065
Mafk,0.14285102
Dmbx1,0.24611454
Gm29478,0.58220154
Wbscr17,0.17426258
Pip,0.0037849622
Trpv5,0.053539414
Olfr1264,0.0038141126
2010315B03Rik,0.67313606
Serpina6,0.19545394
Vip,0.01845747
Dock8,0.03573779
Igfbp2,0.82233316
Zic1,1.0564705
Caprin2,0.5680956
Lce3a,0.0011961112
Ecm1,0.24081014
Thy1,0.04091208
Olfr370,0.01613381
Cpne4,0.090385
Serpini2,0.0072822473
Zfp82,0.5517113
Bach1,0.9476004
Meox2,0.12580016
Ms4a6c,0.074284226
Prdm11,0.6600969
Nkain2,0.26068193
Tlr11,0.00380108
Klhl14,0.2791522
Dnajc2,0.76860815
Bpifb6,0.011709754
Scnn1g,0.024421226
Zscan26,0.72772175
Grin2a,0.097509414
Klk9,0.018653939
Scn11a,0.033578023
Setdb1,0.8218229
Sprr1b,0.0014243106
Smad2,0.9630506
Sim2,0.057692003
Hcn1,0.075279996
Zfp354b,0.17965864
Lim2,0.0
Pdzk1,0.15383418
Crebrf,0.9891545
Adgre1,0.062658735
Bglap3,0.012921675
Crb1,0.45303464
Car12,0.07365877
Zdhhc14,0.30294815
Spata18,0.021569
Tyrp1,0.036179144
Atoh8,0.21892624
Fam189a1,0.25361773
Hmgb4,0.0
Noto,0.0050368253
Wfikkn2,0.21131939
Ppara,0.16048145
Sema3c,0.17226878
Arid3c,0.04581975
Ntng1,0.076511286
Ndst3,0.4287838
Hbb-bt,0.47079808
Cnpy1,0.5541074
Fam46c,0.27257702
Prg4,0.058590524
Col6a5,0.030353282
Pde8b,0.23301105
Rnase1,0.037125073
Zfp667,0.63628954
Ctss,0.043494005
Havcr1,0.04868402
Ptprt,0.29133463
Rarg,0.13518816
Car4,0.031940848
Mdga2,0.21319814
Nexn,0.31428686
Lrp2,0.12496221
Il2rb,0.022820596
Scin,0.026128301
Med12l,0.40353745
Zfp62,1.0647795
Nme9,0.01817439
Itga1,0.11202903
Serpina3f,0.0061298762
Art2b,0.0
Ncor1,1.0986587
Klf1,0.15897079
Pmp22,0.19933589
RP23-217J11.6,0.022510948
Cdhr3,0.091806315
Kcnn4,0.22707483
Shh,0.05163865
Zfp316,0.45907223
Gm35315,0.19041158
Zkscan7,0.40867448
Krtdap,0.004864224
Il18r1,0.013246145
Sorcs3,0.5956272
Neurog2,0.48381728
Olfr124,0.0
Sftpa1,0.0052359886
Art3,0.059244163
Dapk2,0.24619505
Gpld1,0.13988593
4930516K23Rik,0.015511088
Cngb3,0.016513446
Lhx6,0.035814714
Cdh18,0.16661553
Apol7c,0.0
Cyp2f2,0.01382297
Olfr328,0.0
H2-Ab1,0.060668938
Gm14419,0.0011957536
Aff4,1.1245012
Cd209e,0.0033750094
Olfr659,0.009477762
Gm6213,0.026546285
Hand2,0.04666075
Scx,0.1912086
Olr1,0.009424914
Skint6,0.10236982
Zfp804b,0.34696344
Tspan10,0.0029630405
Zfp280b,0.38514927
Gm14306,0.21837781
Klk1b21,0.0
Dlx5,0.06825516
Dcc,1.4948635
Tshb,0.006175966
Zfp607b,0.51103884
Rfxank,0.34347928
Timd4,0.026751924
Mta3,0.48070303
Gm28653,0.07005934
Igsf6,0.11790722
AI987944,0.4266717
Gm14308,0.018126337
Sp3,1.015046
Vmn2r9,0.0011959454
Otp,0.28655973
Max,0.5715129
Sfrp5,0.040992104
Ly86,0.029823544
Krt75,0.021080187
Mafg,0.39708436
Prdm15,0.6783221
E2f7,0.33437708
Ankrd1,0.02086709
Cadps2,0.14641559
Crx,0.03126866
Irf8,0.052195266
Runx1,0.034007374
Msln,0.029390704
Lcn11,0.005370713
Dmrtc2,0.006974179
Zkscan4,0.19320734
Foxk2,0.6037812
Gm5771,0.0
Scn9a,0.03756335
Ctcf,0.71344644
Sidt1,0.04035402
Tada2b,0.33359268
Cd226,0.039946157
